time,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_mean,windspeed_10m_max
2024-09-16,35.8,26.9,0.4,63,19.2
2024-09-17,36.3,27.6,0.6,63,17.1
2024-09-18,34.8,26.9,1.5,70,13.8
2024-09-19,33.9,25.3,2.0,73,18.3
2024-09-20,35.9,26.5,0.4,67,14.7
2024-09-21,31.0,25.6,3.9,77,17.0
2024-09-22,33.6,25.1,12.9,79,15.7
2024-09-23,33.0,24.8,15.5,81,13.3
2024-09-24,33.4,25.6,12.4,78,15.5
2024-09-25,33.9,25.7,11.2,81,16.3
2024-09-26,30.5,26.6,0.8,84,14.7
2024-09-27,31.4,25.5,7.8,84,17.3
2024-09-28,30.8,24.3,14.1,85,14.6
2024-09-29,30.8,24.5,0.7,84,16.3
2024-09-30,30.1,25.1,0.9,85,14.3
2024-10-01,31.6,25.6,0.6,80,17.3
2024-10-02,34.4,25.5,0.0,76,19.2
2024-10-03,34.0,26.4,1.6,75,15.0
2024-10-04,32.8,26.5,2.2,78,18.3
2024-10-05,33.5,25.5,0.1,78,14.5
2024-10-06,32.2,25.5,0.0,80,13.3
2024-10-07,30.0,25.6,1.4,80,12.3
2024-10-08,30.3,24.8,1.4,81,13.2
2024-10-09,30.0,25.0,2.0,82,14.9
2024-10-10,29.8,24.3,16.5,84,14.8
2024-10-11,29.8,24.6,7.4,83,14.2
2024-10-12,29.6,25.2,3.3,82,15.8
2024-10-13,29.9,24.1,2.5,83,13.8
2024-10-14,26.7,24.3,69.2,92,24.2
2024-10-15,28.2,24.7,63.4,90,19.5
2024-10-16,28.6,23.9,39.7,90,14.5
2024-10-17,30.3,23.9,3.2,85,10.5
2024-10-18,28.8,24.4,11.6,88,14.1
2024-10-19,29.3,24.1,8.0,87,10.8
2024-10-20,29.9,24.5,5.8,86,13.5
2024-10-21,30.1,25.4,1.6,83,10.9
2024-10-22,30.3,24.3,1.0,86,12.6
2024-10-23,31.5,24.1,0.0,82,12.9
2024-10-24,31.2,25.1,0.0,79,12.7
2024-10-25,32.7,24.0,0.0,75,12.9
2024-10-26,33.5,24.2,0.0,71,13.1
2024-10-27,32.3,24.1,0.6,74,11.2
2024-10-28,32.2,24.3,1.7,76,11.8
2024-10-29,32.1,24.6,1.1,81,12.7
2024-10-30,31.5,25.5,4.8,83,13.1
2024-10-31,30.1,25.1,1.9,86,13.9
2024-11-01,29.2,24.8,5.9,85,11.8
2024-11-02,29.2,24.2,4.4,85,9.9
2024-11-03,29.6,23.7,3.7,85,17.3
2024-11-04,30.1,23.5,1.2,80,14.2
2024-11-05,30.5,23.9,0.1,73,19.1
2024-11-06,28.7,24.6,14.9,85,18.8
2024-11-07,29.6,24.0,2.6,83,20.7
2024-11-08,30.4,26.1,0.2,75,20.1
2024-11-09,30.4,24.7,1.0,74,21.8
2024-11-10,30.3,24.3,1.5,74,23.2
2024-11-11,30.2,24.0,4.4,80,27.2
2024-11-12,27.5,24.0,42.4,92,13.1
2024-11-13,26.9,24.0,33.1,92,13.5
2024-11-14,28.9,24.3,12.6,89,15.4
2024-11-15,28.1,24.1,16.9,89,13.5
2024-11-16,27.7,24.0,11.2,88,13.9
2024-11-17,29.5,24.0,2.5,80,19.3
2024-11-18,29.2,25.8,0.0,74,18.6
2024-11-19,28.7,25.4,0.5,73,19.4
2024-11-20,28.9,25.0,0.0,71,16.8
2024-11-21,29.0,25.2,0.0,69,17.3
2024-11-22,29.2,23.1,0.0,72,18.2
2024-11-23,28.9,23.5,1.1,79,18.0
2024-11-24,29.6,25.5,0.1,74,18.1
2024-11-25,29.6,24.3,1.3,75,23.0
2024-11-26,26.8,23.6,22.5,90,19.6
2024-11-27,27.7,24.5,5.4,75,26.8
2024-11-28,26.4,23.9,21.0,82,27.5
2024-11-29,25.1,23.3,25.6,91,23.3
2024-11-30,26.5,23.9,158.4,92,48.7
2024-12-01,27.8,24.8,25.3,87,28.6
2024-12-02,28.9,25.3,10.2,85,20.4
2024-12-03,29.4,24.6,4.0,85,13.9
2024-12-04,28.8,24.8,3.5,87,10.7
2024-12-05,29.1,23.7,0.8,89,11.5
2024-12-06,28.0,24.2,1.8,90,11.4
2024-12-07,29.2,24.1,0.4,84,10.8
2024-12-08,29.4,23.8,0.0,79,9.8
2024-12-09,29.2,23.3,1.0,83,12.2
2024-12-10,29.3,24.7,0.2,79,17.9
2024-12-11,27.2,24.1,16.1,87,24.9
2024-12-12,26.0,23.8,47.9,90,18.8
2024-12-13,27.9,25.2,2.1,78,20.1
2024-12-14,28.4,24.6,0.0,70,19.5
2024-12-15,27.5,24.3,0.0,68,22.4
2024-12-16,27.0,22.7,0.0,71,20.4
2024-12-17,26.3,22.1,8.2,80,22.9
2024-12-18,26.3,22.0,24.1,91,20.5
2024-12-19,27.3,23.5,7.0,90,17.4
2024-12-20,28.8,24.0,15.9,88,19.1
2024-12-21,28.6,24.1,1.5,87,16.0
2024-12-22,28.4,24.1,0.2,85,16.2
2024-12-23,28.6,23.1,0.0,83,20.0
2024-12-24,27.9,23.5,7.6,85,18.4
2024-12-25,27.5,23.1,2.8,88,19.2
2024-12-26,28.2,24.5,10.1,88,19.7
2024-12-27,28.5,23.7,4.1,80,22.2
2024-12-28,28.3,24.9,0.2,78,15.0
2024-12-29,27.9,24.3,1.0,79,19.6
2024-12-30,28.0,23.8,3.5,84,19.9
2024-12-31,28.2,24.5,0.1,81,18.7
